,AggravatedAssault,Burglary,County,LarcenyTheft,Murder-Man-slaughter,Population3,Population4,Rape,Robbery,TotalPropertyCrime,TotalViolentCrime,VehicleTheft,Year3,Year4
461,98.1,229.5,James City County,"1,321.8",0.0,"54,019","54,019",37.0,22.2,"1,649.4",157.4,98.1,2004,2004
462,74.9,270.8,James City County,"1,430.7",1.9,"52,072","52,072",34.6,36.5,"1,851.3",147.9,149.8,2003,2003
463,88.8,226.0,James City County,"1,604.0",2.0,"49,563","49,563",30.3,24.2,"1,987.4",145.3,157.4,2002,2002
464,51.2,319.4,James City County,"1,533.5",8.2,"48,844","48,844",26.6,36.9,"1,971.6",122.8,118.7,2001,2001
465,83.2,249.5,James City County,"1,407.4",2.1,"48,102","48,102",18.7,37.4,"1,773.3",141.4,116.4,2000,2000
466,149.6,296.6,James City County,"2,109.5",0.0,"39,441","39,441",20.3,55.8,"2,492.3",225.7,86.2,1995,1995
467,315.6,424.6,James City County,"2,435.5",11.5,"34,859","34,859",60.2,37.3,"2,994.9",424.6,134.8,1990,1990
468,298.7,517.7,James City County,"2,130.5",0.0,"25,112","25,112",51.8,39.8,"2,803.4",390.3,155.3,1985,1985
469,0.0,0.0,James City County,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1980,1980
470,116.4,160.0,King And Queen County,451.0,14.5,"6,873","6,873",14.5,0.0,640.2,145.5,29.1,2005,2005
471,0.0,0.0,King And Queen County,0.0,0.0,"6,654","6,654",0.0,0.0,0.0,0.0,0.0,2004,2004
472,0.0,0.0,King And Queen County,0.0,0.0,"6,641","6,641",0.0,0.0,0.0,0.0,0.0,2003,2003
473,0.0,0.0,King And Queen County,0.0,0.0,"6,832","6,832",0.0,0.0,0.0,0.0,0.0,2002,2002
474,0.0,0.0,King And Queen County,0.0,0.0,"6,732","6,732",0.0,0.0,0.0,0.0,0.0,2001,2001
475,0.0,0.0,King And Queen County,0.0,0.0,"6,630","6,630",0.0,0.0,0.0,0.0,0.0,2000,2000
476,171.8,390.4,King And Queen County,718.4,0.0,"6,403","6,403",46.9,15.6,"1,140.1",234.3,31.2,1995,1995
477,190.8,206.7,King And Queen County,254.4,0.0,"6,289","6,289",0.0,15.9,492.9,206.7,31.8,1990,1990
478,318.0,518.9,King And Queen County,150.7,0.0,"5,974","5,974",0.0,0.0,686.3,318.0,16.7,1985,1985
479,0.0,0.0,King And Queen County,0.0,0.0,"5,964","5,964",0.0,0.0,0.0,0.0,0.0,1980,1980
480,76.4,249.6,King George County,"2,057.7",0.0,"19,634","19,634",71.3,10.2,"2,449.8",157.9,142.6,2005,2005
481,70.7,217.5,King George County,"1,734.3",10.9,"18,394","18,394",21.7,16.3,"2,098.5",119.6,146.8,2004,2004
482,139.8,184.5,King George County,"1,465.2",5.6,"17,882","17,882",22.4,16.8,"1,783.9",184.5,134.2,2003,2003
483,155.9,392.7,King George County,"1,698.0",5.8,"17,314","17,314",46.2,46.2,"2,287.2",254.1,196.4,2002,2002
484,146.5,521.6,King George County,"1,605.9",11.7,"17,062","17,062",17.6,23.4,"2,262.3",199.3,134.8,2001,2001
485,59.5,309.5,King George County,"1,862.8",11.9,"16,803","16,803",41.7,35.7,"2,273.4",148.8,101.2,2000,2000
486,136.9,339.3,King George County,946.6,0.0,"16,797","16,797",0.0,6.0,"1,411.0",142.9,125.0,1995,1995
487,44.4,273.5,King George County,717.1,0.0,"13,527","13,527",44.4,22.2,"1,049.8",110.9,59.1,1990,1990
488,62.3,400.4,King George County,871.9,8.9,"11,240","11,240",8.9,8.9,"1,370.1",89.0,97.9,1985,1985
489,48.5,679.3,King George County,504.6,19.4,"10,305","10,305",67.9,29.1,"1,213.0",165.0,29.1,1980,1980
490,43.4,147.7,King William County,269.3,0.0,"11,512","11,512",0.0,0.0,460.4,43.4,43.4,2005,2005
491,17.7,106.5,King William County,319.5,0.0,"11,268","11,268",17.7,8.9,505.9,44.4,79.9,2004,2004
492,27.2,117.9,King William County,335.7,9.1,"11,023","11,023",18.1,0.0,489.9,54.4,36.3,2003,2003
493,9.4,207.7,King William County,500.3,9.4,"10,593","10,593",0.0,0.0,717.5,18.9,9.4,2002,2002
494,28.7,76.6,King William County,459.8,0.0,"10,439","10,439",19.2,0.0,593.9,47.9,57.5,2001,2001
495,126.5,340.5,King William County,865.8,0.0,"10,280","10,280",9.7,9.7,"1,313.2",145.9,107.0,2000,2000
496,73.8,377.0,King William County,"1,163.9",0.0,"12,200","12,200",16.4,41.0,"1,631.1",131.1,90.2,1995,1995
497,311.6,210.8,King William County,943.8,0.0,"10,913","10,913",9.2,0.0,"1,227.9",320.7,73.3,1990,1990
498,181.4,372.9,King William County,"1,118.6",0.0,"9,923","9,923",0.0,0.0,"1,562.0",181.4,70.5,1985,1985
499,96.3,289.0,King William County,470.9,0.0,"9,343","9,343",0.0,10.7,845.6,107.0,85.6,1980,1980
500,0.0,299.5,Lancaster County,780.6,9.1,"11,017","11,017",27.2,9.1,"1,125.5",45.4,45.4,2005,2005
501,36.4,445.6,Lancaster County,709.3,0.0,"10,996","10,996",9.1,9.1,"1,191.3",54.6,36.4,2004,2004
502,57.6,460.7,Lancaster County,748.7,0.0,"10,418","10,418",9.6,9.6,"1,295.8",76.8,86.4,2003,2003
503,74.9,336.9,Lancaster County,926.4,0.0,"10,686","10,686",18.7,9.4,"1,319.5",102.9,56.1,2002,2002
504,95.0,360.8,Lancaster County,683.7,28.5,"10,531","10,531",19.0,9.5,"1,130.0",151.9,85.5,2001,2001
505,115.7,395.3,Lancaster County,829.2,0.0,"10,371","10,371",19.3,9.6,"1,263.1",144.6,38.6,2000,2000
506,207.5,345.8,Lancaster County,533.5,0.0,"10,122","10,122",9.9,0.0,889.2,217.3,9.9,1995,1995
507,182.7,314.6,Lancaster County,385.6,0.0,"9,854","9,854",0.0,0.0,720.5,182.7,20.3,1990,1990
508,163.2,448.9,Lancaster County,693.8,20.4,"9,801","9,801",40.8,10.2,"1,173.3",234.7,30.6,1985,1985
509,59.5,465.9,Lancaster County,971.5,0.0,"10,087","10,087",0.0,9.9,"1,467.2",69.4,29.7,1980,1980
510,37.4,346.0,Lee County,907.0,4.7,"21,389","21,389",23.4,28.1,"1,304.4",93.5,51.4,2005,2005
511,118.0,273.8,Lee County,"1,307.5",14.2,"21,186","21,186",18.9,18.9,"1,647.3",169.9,66.1,2004,2004
512,219.8,630.7,Lee County,"1,132.4",9.6,"20,929","20,929",19.1,28.7,"1,825.2",277.1,62.1,2003,2003
513,97.9,839.4,Lee County,"1,296.3",9.3,"21,445","21,445",14.0,23.3,"2,205.6",144.6,69.9,2002,2002
514,80.4,596.2,Lee County,"1,244.4",9.5,"21,135","21,135",0.0,18.9,"1,916.3",108.8,75.7,2001,2001
515,134.5,850.4,Lee County,"1,071.4",14.4,"20,813","20,813",4.8,24.0,"1,960.3",177.8,38.4,2000,2000
516,132.5,173.6,Lee County,219.3,4.6,"21,887","21,887",13.7,4.6,402.1,155.3,9.1,1995,1995
517,175.5,314.1,Lee County,291.0,9.2,"21,647","21,647",4.6,4.6,632.9,194.0,27.7,1990,1990
518,266.4,332.0,Lee County,266.4,8.2,"24,395","24,395",16.4,8.2,647.7,299.2,49.2,1985,1985
519,255.0,413.4,Lee County,351.6,7.7,"25,885","25,885",3.9,42.5,919.5,309.1,154.5,1980,1980
520,42.1,107.0,Loudoun County,"1,214.1",2.5,"201,878","201,878",17.8,22.8,"1,418.7",85.2,97.6,2005,2005
521,41.0,131.7,Loudoun County,"1,215.7",0.5,"185,247","185,247",14.0,19.4,"1,437.5",75.0,90.1,2004,2004
522,90.6,197.2,Loudoun County,"1,501.6",1.2,"169,887","169,887",13.5,23.0,"1,806.5",128.3,107.7,2003,2003
523,141.6,184.1,Loudoun County,"1,695.8",2.8,"141,235","141,235",22.7,29.0,"1,996.7",196.1,116.8,2002,2002
524,135.8,214.1,Loudoun County,"1,732.2",3.6,"139,187","139,187",16.5,23.0,"2,072.0",178.9,125.7,2001,2001
525,125.5,191.1,Loudoun County,"1,701.3",0.0,"137,072","137,072",16.8,17.5,"2,025.2",159.8,132.8,2000,2000
526,106.7,310.9,Loudoun County,"1,869.0",5.8,"86,197","86,197",22.0,16.2,"2,338.8",150.8,158.9,1995,1995
527,136.0,351.9,Loudoun County,"1,684.1",1.5,"67,634","67,634",17.7,11.8,"2,194.2",167.1,158.2,1990,1990
528,135.8,426.4,Loudoun County,"1,260.2",7.6,"52,293","52,293",22.9,15.3,"1,809.0",181.7,122.4,1985,1985
529,87.7,"1,017.9",Loudoun County,"1,871.1",4.3,"46,763","46,763",25.7,23.5,"3,040.9",141.1,151.8,1980,1980
530,43.3,332.0,Louisa County,"1,306.5",3.6,"27,708","27,708",28.9,10.8,"1,689.0",86.6,50.5,2005,2005
531,63.4,220.0,Louisa County,"1,297.8",0.0,"26,814","26,814",29.8,14.9,"1,614.8",108.2,97.0,2004,2004
532,61.8,185.4,Louisa County,900.2,3.9,"25,883","25,883",23.2,19.3,"1,135.9",108.2,50.2,2003,2003
533,48.1,256.5,Louisa County,"1,150.3",4.0,"24,951","24,951",24.0,20.0,"1,482.9",96.2,76.1,2002,2002
534,48.8,504.3,Louisa County,"1,338.1",4.1,"24,588","24,588",28.5,20.3,"1,903.4",101.7,61.0,2001,2001
535,82.6,326.1,Louisa County,796.7,8.3,"24,226","24,226",12.4,12.4,"1,188.8",115.6,66.0,2000,2000
536,70.2,528.8,Louisa County,416.5,0.0,"21,368","21,368",14.0,14.0,"1,099.8",98.3,154.4,1995,1995
537,72.8,244.3,Louisa County,301.5,5.2,"19,237","19,237",31.2,5.2,634.2,114.4,88.4,1990,1990
538,83.8,441.5,Louisa County,380.1,5.6,"17,892","17,892",5.6,5.6,905.4,100.6,83.8,1985,1985
539,94.9,575.1,Louisa County,818.2,11.9,"16,866","16,866",11.9,23.7,"1,458.6",142.3,65.2,1980,1980
540,39.4,118.3,Lunenburg County,335.3,0.0,"10,141","10,141",0.0,9.9,502.9,49.3,49.3,2005,2005
541,39.4,315.1,Lunenburg County,600.6,0.0,"10,156","10,156",0.0,0.0,974.8,39.4,59.1,2004,2004
542,0.0,260.5,Lunenburg County,453.5,0.0,"10,363","10,363",19.3,19.3,800.9,38.6,86.8,2003,2003
543,77.1,356.5,Lunenburg County,501.0,9.6,"10,379","10,379",0.0,9.6,953.8,96.3,96.3,2002,2002
544,107.5,410.6,Lunenburg County,469.3,0.0,"10,228","10,228",9.8,0.0,967.9,117.3,88.0,2001,2001
545,29.8,208.5,Lunenburg County,347.5,9.9,"10,072","10,072",29.8,9.9,625.5,79.4,69.5,2000,2000
546,146.5,207.5,Lunenburg County,158.7,36.6,"8,192","8,192",36.6,12.2,427.2,231.9,61.0,1995,1995
547,72.1,276.3,Lunenburg County,360.4,0.0,"8,325","8,325",48.0,0.0,636.6,120.1,0.0,1990,1990
548,0.0,240.9,Lunenburg County,298.3,11.5,"8,716","8,716",0.0,0.0,539.2,11.5,0.0,1985,1985
549,207.2,368.3,Lunenburg County,506.4,0.0,"8,688","8,688",23.0,23.0,897.8,253.2,23.0,1980,1980
550,90.1,150.1,Madison County,645.5,0.0,"13,324","13,324",0.0,0.0,848.1,90.1,52.5,2005,2005
551,38.0,53.2,Madison County,501.3,0.0,"13,166","13,166",15.2,7.6,569.6,60.8,15.2,2004,2004
552,7.6,38.1,Madison County,312.7,0.0,"13,112","13,112",7.6,7.6,358.5,22.9,7.6,2003,2003
553,7.8,108.5,Madison County,302.3,0.0,"12,900","12,900",23.3,0.0,441.9,31.0,31.0,2002,2002
554,39.3,251.7,Madison County,385.4,0.0,"12,713","12,713",7.9,0.0,715.8,47.2,78.7,2001,2001
555,95.8,159.7,Madison County,559.1,0.0,"12,520","12,520",8.0,0.0,774.8,103.8,55.9,2000,2000
556,64.5,330.8,Madison County,588.9,0.0,"12,396","12,396",24.2,0.0,951.9,88.7,32.3,1995,1995
557,150.6,192.5,Madison County,703.0,0.0,"11,949","11,949",33.5,0.0,937.3,184.1,41.8,1990,1990
558,75.2,611.4,Madison County,799.5,0.0,"10,632","10,632",18.8,0.0,"1,439.1",94.1,28.2,1985,1985
559,138.0,680.0,Madison County,"1,054.5",19.7,"10,147","10,147",9.9,9.9,"1,783.8",177.4,49.3,1980,1980
560,64.1,171.0,Mathews County,801.4,0.0,"9,359","9,359",10.7,10.7,"1,036.4",85.5,64.1,2005,2005
561,32.2,462.0,Mathews County,913.2,10.7,"9,308","9,308",21.5,10.7,"1,439.6",75.2,64.5,2004,2004
562,32.0,224.0,Mathews County,767.9,0.0,"9,376","9,376",0.0,0.0,"1,077.2",32.0,85.3,2003,2003
563,31.6,168.7,Mathews County,790.6,10.5,"9,487","9,487",10.5,10.5,990.8,63.2,31.6,2002,2002
564,53.5,299.5,Mathews County,"1,176.6",0.0,"9,349","9,349",10.7,0.0,"1,540.3",64.2,64.2,2001,2001
565,65.2,293.3,Mathews County,553.9,10.9,"9,207","9,207",21.7,0.0,890.6,97.8,43.4,2000,2000
566,78.2,156.4,Mathews County,357.5,0.0,"8,952","8,952",22.3,0.0,547.4,100.5,33.5,1995,1995
567,59.9,491.1,Mathews County,383.3,12.0,"8,348","8,348",35.9,12.0,958.3,119.8,83.9,1990,1990
568,92.9,116.2,Mathews County,371.8,0.0,"8,607","8,607",0.0,0.0,522.8,92.9,34.9,1985,1985
569,240.0,656.8,Mathews County,277.9,12.6,"7,917","7,917",25.3,12.6,934.7,290.5,0.0,1980,1980
570,171.1,450.8,Mecklenburg County,"1,160.4",4.2,"23,957","23,957",25.0,29.2,"1,769.8",229.6,158.6,2005,2005
571,104.9,394.5,Mecklenburg County,940.1,4.2,"23,827","23,827",50.4,4.2,"1,410.2",163.7,75.5,2004,2004
572,122.6,346.5,Mecklenburg County,"1,069.2",4.2,"23,663","23,663",16.9,59.2,"1,525.6",202.8,109.9,2003,2003
573,144.1,551.7,Mecklenburg County,"1,086.9",8.2,"24,290","24,290",37.1,16.5,"1,753.8",205.8,115.3,2002,2002
574,137.9,388.5,Mecklenburg County,"1,098.8",4.2,"23,936","23,936",16.7,29.2,"1,650.2",188.0,162.9,2001,2001
575,127.3,585.4,Mecklenburg County,"1,204.8",8.5,"23,573","23,573",17.0,38.2,"1,972.6",190.9,182.4,2000,2000
576,163.8,805.4,Mecklenburg County,"1,183.1",18.2,"21,977","21,977",18.2,27.3,"2,038.5",227.5,50.1,1995,1995
577,153.9,865.8,Mecklenburg County,"1,106.3",4.8,"20,790","20,790",19.2,19.2,"2,020.2",197.2,48.1,1990,1990
578,230.6,908.4,Mecklenburg County,932.0,9.4,"21,245","21,245",14.1,4.7,"1,887.5",258.9,47.1,1985,1985
579,167.5,957.4,Mecklenburg County,"1,292.5",19.1,"20,890","20,890",23.9,19.1,"2,249.9",229.8,0.0,1980,1980
580,103.4,169.2,Middlesex County,958.6,0.0,"10,640","10,640",28.2,0.0,"1,240.6",131.6,112.8,2005,2005
581,9.7,126.1,Middlesex County,756.3,0.0,"10,313","10,313",9.7,19.4,930.9,38.8,48.5,2004,2004
582,67.9,368.7,Middlesex County,970.2,0.0,"10,307","10,307",0.0,0.0,"1,368.0",67.9,29.1,2003,2003
583,29.3,342.0,Middlesex County,"1,172.6",0.0,"10,234","10,234",0.0,0.0,"1,553.6",29.3,39.1,2002,2002
584,49.6,168.6,Middlesex County,892.4,0.0,"10,085","10,085",19.8,0.0,"1,130.4",69.4,69.4,2001,2001
585,100.7,251.7,Middlesex County,956.5,0.0,"9,932","9,932",0.0,10.1,"1,248.5",110.8,40.3,2000,2000
586,86.5,724.8,Middlesex County,"1,006.1",0.0,"9,244","9,244",0.0,21.6,"1,893.1",108.2,162.3,1995,1995
587,36.9,418.5,Middlesex County,"1,144.8",24.6,"8,124","8,124",36.9,0.0,"1,624.8",98.5,61.5,1990,1990
588,167.5,760.2,Middlesex County,"1,017.9",0.0,"7,761","7,761",0.0,0.0,"1,881.2",167.5,103.1,1985,1985
589,118.0,707.9,Middlesex County,432.6,0.0,"7,628","7,628",0.0,26.2,"1,219.2",144.2,78.7,1980,1980
590,123.0,596.9,Montgomery County,"1,287.8",3.6,"27,645","27,645",39.8,14.5,"1,985.9",180.9,101.3,2005,2005
591,128.3,463.2,Montgomery County,"1,304.0",3.6,"28,068","28,068",46.3,7.1,"1,895.4",185.3,128.3,2004,2004
592,74.8,541.5,Montgomery County,"1,247.0",0.0,"28,068","28,068",28.5,10.7,"1,931.0",114.0,142.5,2003,2003
593,82.3,486.9,Montgomery County,"1,120.5",3.6,"27,933","27,933",21.5,7.2,"1,696.9",114.6,89.5,2002,2002
594,90.8,490.4,Montgomery County,"1,267.8",0.0,"27,527","27,527",40.0,7.3,"1,896.3",138.0,138.0,2001,2001
595,125.4,575.5,Montgomery County,"1,479.2",0.0,"27,109","27,109",25.8,11.1,"2,394.0",162.3,339.4,2000,2000
596,68.8,640.9,Montgomery County,"1,221.5",8.6,"23,250","23,250",30.1,0.0,"1,952.7",107.5,90.3,1995,1995
597,37.0,785.4,Montgomery County,"1,365.2",4.1,"24,319","24,319",37.0,12.3,"2,286.3",90.5,135.7,1990,1990
598,173.5,329.2,Montgomery County,925.4,0.0,"22,477","22,477",31.1,13.3,"1,330.2",218.0,75.6,1985,1985
599,66.7,711.3,Montgomery County,893.6,13.3,"22,494","22,494",8.9,22.2,"1,716.0",111.1,111.1,1980,1980
600,99.2,357.2,Nelson County,"1,375.9",6.6,"15,117","15,117",13.2,6.6,"1,805.9",125.7,72.8,2005,2005
601,66.3,344.6,Nelson County,"1,073.5",13.3,"15,091","15,091",6.6,13.3,"1,550.6",99.4,132.5,2004,2004
602,73.8,214.6,Nelson County,905.2,0.0,"14,914","14,914",33.5,6.7,"1,287.4",114.0,167.6,2003,2003
603,87.3,638.3,Nelson County,893.6,0.0,"14,884","14,884",26.9,6.7,"1,639.3",120.9,107.5,2002,2002
604,95.4,525.0,Nelson County,845.4,13.6,"14,668","14,668",13.6,20.5,"1,506.7",143.2,136.4,2001,2001
605,110.8,422.3,Nelson County,969.2,6.9,"14,445","14,445",20.8,6.9,"1,495.3",145.4,103.8,2000,2000
606,22.2,170.5,Nelson County,400.2,0.0,"13,492","13,492",0.0,0.0,600.4,22.2,29.6,1995,1995
607,78.3,289.6,Nelson County,344.3,15.7,"12,778","12,778",0.0,0.0,641.7,93.9,7.8,1990,1990
608,16.1,329.2,Nelson County,457.6,8.0,"12,455","12,455",48.2,0.0,786.8,72.3,0.0,1985,1985
609,32.8,475.2,Nelson County,639.0,0.0,"12,206","12,206",8.2,0.0,"1,122.4",41.0,8.2,1980,1980
610,76.1,304.3,New Kent County,"1,007.9",0.0,"15,776","15,776",31.7,6.3,"1,419.9",114.1,107.8,2005,2005
611,40.0,280.2,New Kent County,"1,180.7",0.0,"14,991","14,991",0.0,20.0,"1,507.6",60.0,46.7,2004,2004
612,104.6,209.2,New Kent County,"1,185.7",0.0,"14,337","14,337",0.0,7.0,"1,436.8",111.6,41.8,2003,2003
613,115.3,353.3,New Kent County,"1,369.8",7.2,"13,871","13,871",7.2,0.0,"1,845.6",129.8,122.6,2002,2002
614,102.4,285.3,New Kent County,"1,389.9",7.3,"13,670","13,670",29.3,14.6,"1,755.7",153.6,80.5,2001,2001
615,118.9,222.8,New Kent County,"1,233.1",7.4,"13,462","13,462",22.3,0.0,"1,515.4",148.6,59.4,2000,2000
616,131.7,526.8,New Kent County,"1,518.9",0.0,"11,390","11,390",52.7,26.3,"2,344.2",210.7,298.5,1995,1995
617,153.2,478.7,New Kent County,"1,474.4",9.6,"10,445","10,445",76.6,38.3,"2,087.1",277.6,134.0,1990,1990
618,372.9,514.0,New Kent County,574.4,10.1,"9,923","9,923",20.2,60.5,"1,219.4",463.6,131.0,1985,1985
619,58.4,713.0,New Kent County,350.7,0.0,"8,555","8,555",11.7,0.0,"1,168.9",70.1,105.2,1980,1980
620,110.4,671.4,Northampton County,"1,425.5",9.2,"10,873","10,873",27.6,101.2,"2,142.9",248.3,46.0,2005,2005
621,202.8,847.9,Northampton County,"1,465.4",9.2,"10,850","10,850",9.2,73.7,"2,442.4",294.9,129.0,2004,2004
622,66.2,520.3,Northampton County,"1,220.3",0.0,"10,571","10,571",47.3,56.8,"1,816.3",170.3,75.7,2003,2003
623,116.6,600.8,Northampton County,"1,273.4",0.0,"11,151","11,151",0.0,80.7,"2,017.8",197.3,143.5,2002,2002
624,182.0,591.4,Northampton County,"1,401.3",0.0,"10,990","10,990",18.2,45.5,"2,120.1",245.7,127.4,2001,2001
625,166.3,545.1,Northampton County,"1,321.3",27.7,"10,823","10,823",37.0,37.0,"1,940.3",267.9,73.9,2000,2000
626,123.8,828.3,Northampton County,"2,199.2",28.6,"10,504","10,504",19.0,76.2,"3,198.8",247.5,171.4,1995,1995
627,189.6,957.5,Northampton County,"1,384.1",9.5,"10,548","10,548",37.9,47.4,"2,427.0",284.4,85.3,1990,1990
628,8.7,951.1,Northampton County,759.2,26.2,"11,460","11,460",17.5,34.9,"1,771.4",87.3,61.1,1985,1985
629,117.7,"1,227.1",Northampton County,"1,126.2",8.4,"11,898","11,898",25.2,25.2,"2,454.2",176.5,100.9,1980,1980
630,99.8,353.0,Northumerland County,882.6,15.3,"13,030","13,030",15.3,0.0,"1,289.3",130.5,53.7,2005,2005
631,54.6,265.2,Northumerland County,"1,162.2",15.6,"12,820","12,820",0.0,7.8,"1,521.1",78.0,93.6,2004,2004
632,71.8,398.7,Northumerland County,"1,172.2",0.0,"12,540","12,540",31.9,15.9,"1,674.6",119.6,103.7,2003,2003
633,119.2,619.9,Northumerland County,"1,255.8",0.0,"12,582","12,582",55.6,7.9,"2,002.9",182.8,127.2,2002,2002
634,24.2,225.8,Northumerland County,838.8,0.0,"12,399","12,399",8.1,0.0,"1,104.9",32.3,40.3,2001,2001
635,16.4,229.3,Northumerland County,393.1,8.2,"12,211","12,211",8.2,0.0,679.7,32.8,57.3,2000,2000
636,62.7,672.0,Northumerland County,"1,138.0",9.0,"11,160","11,160",9.0,0.0,"1,881.7",80.6,71.7,1995,1995
637,47.8,373.0,Northumerland County,841.5,9.6,"10,457","10,457",0.0,0.0,"1,224.1",57.4,9.6,1990,1990
638,30.1,521.4,Northumerland County,752.0,0.0,"9,974","9,974",10.0,10.0,"1,313.4",50.1,40.1,1985,1985
639,81.3,416.8,Northumerland County,915.0,10.2,"9,836","9,836",10.2,0.0,"1,331.8",101.7,0.0,1980,1980
640,170.7,320.1,Nottoway County,704.2,21.3,"9,372","9,372",42.7,21.3,"1,141.7",256.1,117.4,2005,2005
641,64.4,182.6,Nottoway County,708.8,0.0,"9,312","9,312",10.7,0.0,"1,095.4",75.2,204.0,2004,2004
642,94.9,168.7,Nottoway County,421.7,0.0,"9,486","9,486",10.5,0.0,611.4,105.4,21.1,2003,2003
643,95.1,200.8,Nottoway County,454.4,0.0,"9,462","9,462",74.0,0.0,697.5,169.1,42.3,2002,2002
644,32.2,139.4,Nottoway County,600.6,0.0,"9,324","9,324",10.7,0.0,847.3,42.9,107.3,2001,2001
645,76.2,163.3,Nottoway County,609.8,10.9,"9,183","9,183",21.8,10.9,805.8,119.8,32.7,2000,2000
646,123.3,313.9,Nottoway County,717.5,11.2,"8,920","8,920",22.4,11.2,"1,098.7",168.2,67.3,1995,1995
647,115.1,218.8,Nottoway County,967.2,11.5,"8,685","8,685",0.0,11.5,"1,232.0",138.2,46.1,1990,1990
648,384.0,640.0,Nottoway County,972.9,12.8,"7,812","7,812",12.8,0.0,"1,625.7",409.6,12.8,1985,1985
649,276.6,760.5,Nottoway County,979.5,11.5,"8,678","8,678",34.6,0.0,"1,786.1",322.7,46.1,1980,1980
650,38.4,175.1,Orange County,529.7,8.5,"23,411","23,411",21.4,8.5,743.2,76.9,38.4,2005,2005
651,31.2,129.3,Orange County,503.6,0.0,"22,437","22,437",17.8,0.0,695.3,49.0,62.4,2004,2004
652,45.8,187.9,Orange County,508.8,0.0,"21,818","21,818",0.0,13.8,806.7,59.6,110.0,2003,2003
653,38.3,220.2,Orange County,608.0,0.0,"20,887","20,887",43.1,0.0,876.1,81.4,47.9,2002,2002
654,48.6,140.9,Orange County,262.4,0.0,"20,583","20,583",14.6,4.9,471.3,68.0,68.0,2001,2001
655,34.6,93.8,Orange County,108.6,4.9,"20,260","20,260",14.8,4.9,232.0,59.2,29.6,2000,2000
656,293.6,250.9,Orange County,688.7,10.7,"18,730","18,730",10.7,5.3,987.7,320.3,48.1,1995,1995
657,51.5,154.4,Orange County,566.1,0.0,"17,488","17,488",22.9,11.4,829.1,85.8,108.6,1990,1990
658,33.8,777.8,Orange County,480.2,0.0,"14,785","14,785",20.3,6.8,"1,291.8",60.9,33.8,1985,1985
659,143.3,694.9,Orange County,"1,339.6",35.8,"13,959","13,959",35.8,28.7,"2,056.0",243.6,21.5,1980,1980
660,100.8,510.5,Page County,"1,140.8",0.0,"15,866","15,866",12.6,6.3,"1,739.6",119.8,88.2,2005,2005
661,64.0,159.9,Page County,428.5,6.4,"15,636","15,636",19.2,6.4,614.0,95.9,25.6,2004,2004
662,51.7,148.8,Page County,523.9,0.0,"15,462","15,462",32.3,6.5,685.6,90.5,12.9,2003,2003
663,64.3,475.5,Page County,700.5,0.0,"15,561","15,561",57.8,0.0,"1,266.0",122.1,90.0,2002,2002
664,117.4,599.9,Page County,691.2,0.0,"15,336","15,336",19.6,0.0,"1,375.8",136.9,84.8,2001,2001
665,112.6,211.9,Page County,536.4,0.0,"15,102","15,102",19.9,6.6,788.0,139.1,39.7,2000,2000
666,96.2,398.7,Page County,604.9,13.7,"14,549","14,549",13.7,0.0,"1,031.0",123.7,27.5,1995,1995
667,116.8,445.1,Page County,452.4,0.0,"13,704","13,704",14.6,0.0,919.4,131.3,21.9,1990,1990
668,76.0,866.9,Page County,"1,064.6",7.6,"13,150","13,150",30.4,0.0,"1,954.4",114.1,22.8,1985,1985
669,96.6,830.8,Page County,917.8,0.0,"10,351","10,351",19.3,9.7,"1,825.9",125.6,77.3,1980,1980
670,41.0,368.9,Patrick County,"1,065.7",5.1,"19,517","19,517",15.4,5.1,"1,629.3",66.6,194.7,2005,2005
671,51.6,547.2,Patrick County,"1,151.1",10.3,"19,373","19,373",20.6,36.1,"1,837.6",118.7,139.4,2004,2004
672,121.8,690.3,Patrick County,974.5,0.0,"19,703","19,703",10.2,10.2,"1,847.4",142.1,182.7,2003,2003
673,120.0,560.1,Patrick County,"1,130.2",0.0,"19,996","19,996",40.0,15.0,"1,970.4",175.0,280.1,2002,2002
674,60.9,573.4,Patrick County,"1,202.7",0.0,"19,706","19,706",101.5,20.3,"2,060.3",182.7,284.2,2001,2001
675,92.8,633.8,Patrick County,943.0,0.0,"19,407","19,407",0.0,20.6,"1,911.7",113.4,334.9,2000,2000
676,89.9,668.7,Patrick County,"1,123.9",5.6,"17,795","17,795",5.6,0.0,"1,916.3",101.2,123.6,1995,1995
677,131.6,858.5,Patrick County,"1,613.9",17.2,"17,473","17,473",17.2,5.7,"2,535.3",171.7,63.0,1990,1990
678,61.4,602.6,Patrick County,"1,021.0",5.6,"17,923","17,923",0.0,5.6,"1,701.7",72.5,78.1,1985,1985
679,40.0,777.2,Patrick County,920.1,0.0,"17,498","17,498",17.1,5.7,"1,708.8",62.9,11.4,1980,1980
680,61.2,210.8,Pittsylvania County,435.3,5.1,"58,812","58,812",18.7,25.5,702.2,110.5,56.1,2005,2005
681,73.6,318.3,Pittsylvania County,395.3,1.7,"58,441","58,441",15.4,12.0,775.1,102.7,61.6,2004,2004
682,88.6,315.3,Pittsylvania County,298.2,5.1,"58,682","58,682",22.2,15.3,669.7,131.2,56.2,2003,2003
683,75.5,298.5,Pittsylvania County,305.2,10.1,"59,633","59,633",18.4,20.1,633.9,124.1,30.2,2002,2002
