,AggravatedAssault,Burglary,County,LarcenyTheft,Murder-Man-slaughter,Population3,Population4,Rape,Robbery,TotalPropertyCrime,TotalViolentCrime,VehicleTheft,Year3,Year4
905,44.2,142.5,Washington County,886.9,7.4,"40,703","40,703",17.2,12.3,"1,105.6",81.1,76.2,2000,2000
906,202.2,271.4,Washington County,939.3,8.0,"37,583","37,583",16.0,8.0,"1,338.4",234.1,127.7,1995,1995
907,60.7,532.2,Washington County,697.7,8.3,"36,262","36,262",46.9,11.0,"1,326.5",126.9,96.5,1990,1990
908,34.9,613.6,Washington County,568.7,2.5,"40,094","40,094",29.9,12.5,"1,272.0",79.8,89.8,1985,1985
909,61.8,713.2,Washington County,525.2,7.7,"38,839","38,839",10.3,15.4,"1,320.8",95.3,82.4,1980,1980
910,114.8,315.7,Westmoreland County,990.2,14.4,"13,936","13,936",7.2,35.9,"1,413.6",172.2,107.6,2005,2005
911,137.3,303.4,Westmoreland County,874.2,7.2,"13,842","13,842",7.2,7.2,"1,257.0",158.9,79.5,2004,2004
912,109.6,241.2,Westmoreland County,635.9,0.0,"13,682","13,682",7.3,14.6,"1,023.2",131.6,146.2,2003,2003
913,36.0,244.6,Westmoreland County,647.5,7.2,"13,900","13,900",21.6,7.2,"1,028.8",71.9,136.7,2002,2002
914,94.9,211.7,Westmoreland County,547.5,0.0,"13,698","13,698",7.3,29.2,832.2,131.4,73.0,2001,2001
915,74.1,185.3,Westmoreland County,548.6,7.4,"13,490","13,490",29.7,14.8,845.1,126.0,111.2,2000,2000
916,84.5,576.2,Westmoreland County,945.0,7.7,"13,016","13,016",15.4,7.7,"1,575.0",115.2,53.8,1995,1995
917,72.9,494.0,Westmoreland County,761.3,0.0,"12,348","12,348",48.6,8.1,"1,303.9",129.6,48.6,1990,1990
918,86.2,638.0,Westmoreland County,663.9,8.6,"11,598","11,598",51.7,25.9,"1,345.1",172.4,43.1,1985,1985
919,0.0,0.0,Westmoreland County,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1980,1980
920,145.6,309.5,Wise County,939.3,0.0,"27,466","27,466",14.6,3.6,"1,379.9",163.8,131.1,2005,2005
921,196.9,587.0,Wise County,"1,042.8",14.6,"27,427","27,427",54.7,3.6,"1,768.3",269.8,138.5,2004,2004
922,251.3,455.2,Wise County,888.5,7.3,"27,461","27,461",40.1,0.0,"1,460.3",298.6,116.5,2003,2003
923,188.2,453.8,Wise County,885.5,3.7,"27,104","27,104",18.4,7.4,"1,468.4",217.7,129.1,2002,2002
924,224.6,366.9,Wise County,692.6,7.5,"26,710","26,710",26.2,26.2,"1,198.1",284.5,138.5,2001,2001
925,174.9,425.8,Wise County,726.1,3.8,"26,304","26,304",41.8,11.4,"1,231.8",231.9,79.8,2000,2000
926,11.6,321.3,Wise County,514.8,3.9,"25,833","25,833",3.9,0.0,909.7,19.4,73.5,1995,1995
927,15.7,227.7,Wise County,459.3,3.9,"25,471","25,471",11.8,0.0,726.3,31.4,39.3,1990,1990
928,3.4,467.9,Wise County,400.1,6.8,"29,494","29,494",27.1,0.0,942.6,37.3,74.6,1985,1985
929,140.3,533.7,Wise County,386.6,3.4,"29,232","29,232",13.7,30.8,"1,029.7",188.1,109.5,1980,1980
930,89.4,147.2,Wythe County,583.4,0.0,"19,026","19,026",5.3,5.3,841.0,99.9,110.4,2005,2005
931,105.7,100.4,Wythe County,671.1,0.0,"18,924","18,924",37.0,15.9,866.6,158.5,95.1,2004,2004
932,58.3,127.2,Wythe County,762.9,0.0,"18,875","18,875",26.5,5.3,990.7,90.1,100.7,2003,2003
933,63.1,126.3,Wythe County,678.8,0.0,"19,005","19,005",5.3,0.0,826.1,68.4,21.0,2002,2002
934,32.0,138.8,Wythe County,961.0,10.7,"18,730","18,730",16.0,10.7,"1,137.2",69.4,37.4,2001,2001
935,146.4,216.9,Wythe County,"1,051.8",0.0,"18,445","18,445",5.4,5.4,"1,301.2",157.2,32.5,2000,2000
936,40.7,238.4,Wythe County,837.4,5.8,"17,196","17,196",5.8,11.6,"1,128.2",64.0,52.3,1995,1995
937,97.2,255.2,Wythe County,607.7,0.0,"16,456","16,456",18.2,12.2,905.4,127.6,42.5,1990,1990
938,68.9,200.9,Wythe County,642.8,0.0,"17,423","17,423",0.0,23.0,941.3,91.8,97.6,1985,1985
939,87.0,582.1,Wythe County,750.8,5.4,"18,381","18,381",0.0,5.4,"1,398.2",97.9,65.3,1980,1980
940,27.5,294.7,York County,"1,646.6",3.2,"61,764","61,764",9.7,51.8,"2,023.8",92.3,82.6,2005,2005
941,55.2,156.0,York County,"1,676.6",1.6,"61,554","61,554",14.6,17.9,"1,894.3",89.4,61.7,2004,2004
942,72.8,219.9,York County,"1,446.8",0.0,"60,480","60,480",19.8,26.5,"1,737.8",119.0,71.1,2003,2003
943,136.2,189.6,York County,"1,584.3",0.0,"58,007","58,007",13.8,43.1,"1,844.6",193.1,70.7,2002,2002
944,120.7,169.7,York County,"1,828.0",1.7,"57,166","57,166",5.2,38.5,"2,078.2",166.2,80.5,2001,2001
945,227.4,245.1,York County,"1,527.6",1.8,"56,297","56,297",17.8,33.7,"1,900.6",280.7,127.9,2000,2000
946,66.6,273.8,York County,"2,160.0",1.9,"52,592","52,592",5.7,38.0,"2,517.5",112.2,83.7,1995,1995
947,183.9,539.8,York County,"1,921.2",4.7,"42,422","42,422",25.9,54.2,"2,611.9",268.7,150.9,1990,1990
948,115.9,413.2,York County,"1,345.3",2.5,"39,693","39,693",5.0,22.7,"1,887.0",146.1,128.5,1985,1985
949,105.1,684.3,York County,"1,556.0",2.8,"35,219","35,219",19.9,39.8,"2,334.0",167.5,93.7,1980,1980
