,GEOID,east,north,south,west,lon,lat
339,51810045422,-76.0508,36.7862,36.7517,-76.0911,-76.07095,36.768950000000004
340,51810045425,-75.9986,36.7751,36.761,-76.0155,-76.00704999999999,36.76805
341,51810045603,-76.1087,36.8437,36.8397,-76.1368,-76.12275,36.8417
342,51810045805,-76.0953,36.8299,36.8227,-76.11,-76.10265,36.8263
343,51810045807,-76.1116,36.8233,36.8163,-76.1199,-76.11574999999999,36.8198
344,51810045808,-76.1116,36.8193,36.8064,-76.1251,-76.11834999999999,36.81285
345,51810045809,-76.098,36.8163,36.8003,-76.1171,-76.10755,36.8083
346,51810045810,-76.0985,36.8035,36.7944,-76.1121,-76.1053,36.798950000000005
347,51810046002,-76.1609,36.8308,36.8127,-76.1955,-76.1782,36.82175
348,51810046005,-76.1309,36.8386,36.8158,-76.1609,-76.1459,36.827200000000005
349,51810046010,-76.1785,36.8421,36.8288,-76.1949,-76.1867,36.83545
350,51810046012,-76.1078,36.8133,36.7934,-76.1329,-76.12035,36.803349999999995
351,51810046206,-76.1655,36.8154,36.7975,-76.1954,-76.18045000000001,36.80645
352,51810046214,-76.1252,36.7974,36.7868,-76.1508,-76.138,36.792100000000005
353,51810046219,-76.1872,36.7805,36.7641,-76.2037,-76.19545,36.7723
354,51810046224,-76.144,36.7868,36.7715,-76.1605,-76.15225000000001,36.77915
355,51820003300,-78.872,38.1,38.0706,-78.9162,-78.89410000000001,38.085300000000004
356,51840000100,-78.137,39.2011,39.1758,-78.1664,-78.1517,39.18845
357,51049930200,-78.1859,37.5566,37.3017,-78.4651,-78.3255,37.42915
358,51051040100,-82.1681,37.3063,37.1133,-82.3844,-82.27625,37.2098
359,51051040300,-82.3049,37.2159,37.0126,-82.5466,-82.42575,37.11425
360,51053840200,-77.5126,37.2709,37.1057,-77.7177,-77.61515,37.1883
361,51053840300,-77.4556,37.2254,37.1832,-77.5234,-77.48949999999999,37.2043
362,51053840400,-77.4414,37.2256,37.196,-77.476,-77.4587,37.2108
363,51053840500,-77.3959,37.197,37.1122,-77.5531,-77.4745,37.1546
364,51053840600,-77.3946,37.153,36.966,-77.7206,-77.55760000000001,37.0595
365,51053980100,-77.8414,37.1203,36.9879,-77.8989,-77.87015,37.054100000000005
366,51057950700,-76.8109,37.9644,37.8691,-76.9563,-76.8836,37.91675
367,51057950800,-76.6819,37.9135,37.7286,-76.9462,-76.81405000000001,37.82105
368,51059415200,-77.0404,38.7926,38.761,-77.0628,-77.05160000000001,38.7768
369,51059415300,-77.0594,38.7751,38.7599,-77.084,-77.07169999999999,38.7675
370,51059415402,-77.0573,38.7631,38.7421,-77.0857,-77.0715,38.7526
371,51059415500,-77.0537,38.7526,38.7286,-77.0886,-77.07115,38.7406
372,51059415600,-77.041,38.7684,38.7298,-77.0597,-77.05035000000001,38.7491
373,51059415700,-77.0412,38.7333,38.7097,-77.0629,-77.05205000000001,38.7215
374,51059415800,-77.0557,38.7359,38.7096,-77.0822,-77.06895,38.722750000000005
375,51059415900,-77.073,38.7395,38.7012,-77.0993,-77.08615,38.720349999999996
376,51059416100,-77.0952,38.723,38.6852,-77.1403,-77.11775,38.7041
377,51059416200,-77.1218,38.7141,38.66,-77.202,-77.1619,38.68705
378,51059416300,-77.1302,38.6982,38.6172,-77.2393,-77.18475000000001,38.6577
379,51059420201,-77.1361,38.7968,38.78,-77.1565,-77.1463,38.788399999999996
380,51059420202,-77.1346,38.7983,38.7882,-77.1456,-77.1401,38.79325
381,51059420203,-77.1205,38.8005,38.7841,-77.137,-77.12875,38.7923
382,51059420300,-77.0781,38.803,38.7863,-77.1244,-77.10125,38.79465
383,51059420501,-77.0669,38.791,38.7854,-77.0725,-77.06970000000001,38.7882
384,51059420502,-77.0636,38.7948,38.7877,-77.0739,-77.06875,38.791250000000005
385,51059420503,-77.068,38.7985,38.7814,-77.0806,-77.0743,38.78995
386,51059420600,-77.0763,38.7978,38.7773,-77.088,-77.08215,38.787549999999996
387,51059420700,-77.0845,38.793,38.7745,-77.1213,-77.1029,38.78375
388,51059421001,-77.1459,38.7822,38.7609,-77.1706,-77.15825,38.771550000000005
389,51059421002,-77.1565,38.78,38.7379,-77.192,-77.17425,38.75895
390,51059421101,-77.1588,38.765,38.7394,-77.1851,-77.17195000000001,38.7522
391,51059421102,-77.1458,38.7655,38.7495,-77.1661,-77.15594999999999,38.7575
392,51059421103,-77.1398,38.7565,38.722,-77.1859,-77.16284999999999,38.73925
393,51059421300,-77.0911,38.7734,38.7398,-77.1372,-77.11415,38.756600000000006
394,51059421400,-77.0786,38.7815,38.7591,-77.0956,-77.08709999999999,38.7703
395,51059421500,-77.083,38.7599,38.7395,-77.096,-77.0895,38.749700000000004
396,51059421701,-77.1007,38.7405,38.7271,-77.1145,-77.1076,38.7338
397,51059421702,-77.1021,38.7458,38.7297,-77.1276,-77.11484999999999,38.737750000000005
398,51059421900,-77.1224,38.7486,38.7075,-77.1912,-77.1568,38.72805
399,51059422000,-77.18,38.7387,38.7073,-77.2085,-77.19425000000001,38.723
400,51059422101,-77.1971,38.7213,38.7025,-77.2241,-77.2106,38.7119
401,51059422102,-77.193,38.71,38.6664,-77.2458,-77.21940000000001,38.6882
402,51059422201,-77.2134,38.7281,38.7017,-77.2567,-77.23505,38.7149
403,51059422202,-77.2198,38.7148,38.6723,-77.258,-77.2389,38.69355
404,51059422302,-77.1322,38.7841,38.7626,-77.1557,-77.14394999999999,38.77335
405,51059422402,-77.1239,38.7728,38.7519,-77.1458,-77.13485,38.76235
406,51059422403,-77.1114,38.781,38.7565,-77.1334,-77.1224,38.76875
407,51059430101,-77.3078,38.8275,38.8002,-77.3266,-77.3172,38.81385
408,51059430102,-77.2955,38.8093,38.7976,-77.3096,-77.30255,38.80345
409,51059430201,-77.2857,38.8148,38.799,-77.3092,-77.29745,38.8069
410,51059430202,-77.274,38.8266,38.8001,-77.3033,-77.28864999999999,38.81335
411,51059430400,-77.2118,38.8114,38.7925,-77.2565,-77.23415,38.80195
412,51059430600,-77.1746,38.7972,38.7776,-77.1977,-77.18615,38.7874
413,51059430700,-77.1934,38.7957,38.7752,-77.2188,-77.20609999999999,38.78545
414,51059430801,-77.2034,38.7921,38.7742,-77.2417,-77.22255,38.78315
415,51059430802,-77.2063,38.7962,38.7799,-77.2478,-77.22704999999999,38.78805
416,51059430902,-77.2461,38.7966,38.7834,-77.2734,-77.25975,38.79
417,51059431001,-77.2538,38.7927,38.7748,-77.2797,-77.26675,38.78375
418,51059431002,-77.2458,38.7832,38.7732,-77.2623,-77.25405,38.7782
419,51059431300,-77.227,38.7761,38.7558,-77.2683,-77.24765,38.765950000000004
420,51059431400,-77.2173,38.7792,38.7576,-77.2458,-77.23155,38.7684
421,51059431500,-77.203,38.7806,38.7553,-77.2332,-77.21809999999999,38.76795
422,51059431600,-77.1811,38.7792,38.7563,-77.2088,-77.19495,38.76775000000001
423,51059431802,-77.2549,38.8173,38.8005,-77.2804,-77.26765,38.8089
424,51059432000,-77.3061,38.8007,38.7859,-77.3272,-77.31665000000001,38.7933
425,51059432100,-77.3014,38.7991,38.78,-77.3185,-77.30995,38.789550000000006
426,51059432201,-77.2953,38.7969,38.786,-77.3031,-77.2992,38.79145
427,51059432202,-77.2727,38.7985,38.7838,-77.3029,-77.2878,38.79115
428,51059432401,-77.2717,38.7769,38.7555,-77.288,-77.27985,38.7662
429,51059432402,-77.2538,38.7769,38.7515,-77.277,-77.2654,38.7642
430,51059432500,-77.2378,38.7664,38.7454,-77.2669,-77.25235,38.7559
431,51059432600,-77.2211,38.7576,38.7341,-77.2487,-77.23490000000001,38.74585
432,51059432701,-77.2118,38.7592,38.7341,-77.227,-77.21940000000001,38.74665
433,51059432800,-77.1844,38.7542,38.7213,-77.2123,-77.19835,38.73775
434,51059440100,-77.2402,38.8654,38.8378,-77.2717,-77.25595,38.851600000000005
435,51059440201,-77.2198,38.8758,38.8538,-77.2402,-77.23,38.8648
436,51059440202,-77.2232,38.8657,38.8377,-77.2472,-77.2352,38.851699999999994
437,51059440300,-77.2179,38.8552,38.8343,-77.2447,-77.2313,38.844750000000005
438,51059440501,-77.2621,38.842,38.8115,-77.2888,-77.27545,38.826750000000004
439,51059440502,-77.2883,38.8467,38.824,-77.3249,-77.3066,38.83535
440,51059440701,-77.2352,38.8212,38.8106,-77.2661,-77.25065000000001,38.8159
441,51059440702,-77.2278,38.8348,38.811,-77.2621,-77.24495,38.822900000000004
442,51059440800,-77.2178,38.8405,38.8111,-77.2679,-77.24285,38.8258
443,51059450100,-77.1905,38.8776,38.8659,-77.2204,-77.20545,38.871750000000006
444,51059450300,-77.155,38.8795,38.8681,-77.1845,-77.16975,38.8738
445,51059450400,-77.1558,38.8724,38.849,-77.179,-77.1674,38.860699999999994
446,51059450601,-77.1899,38.866,38.8463,-77.22,-77.20495,38.85615
447,51059450602,-77.1851,38.8676,38.8556,-77.2126,-77.19885,38.8616
448,51059450701,-77.2031,38.8538,38.8328,-77.2199,-77.2115,38.8433
449,51059450800,-77.1832,38.8534,38.8305,-77.2031,-77.19315,38.84195
450,51059450900,-77.1741,38.8582,38.8465,-77.1972,-77.18565,38.85235
451,51059451000,-77.1712,38.8497,38.8355,-77.1941,-77.18265,38.842600000000004
452,51059451100,-77.1443,38.8471,38.8364,-77.1747,-77.15950000000001,38.84175
453,51059451200,-77.1493,38.8603,38.8431,-77.1747,-77.162,38.8517
454,51059451400,-77.1376,38.8762,38.8661,-77.1552,-77.1464,38.87115
455,51059451501,-77.1318,38.8723,38.8561,-77.1563,-77.14405,38.8642
456,51059451502,-77.1102,38.8617,38.8435,-77.1399,-77.12505,38.852599999999995
457,51059451601,-77.1293,38.8573,38.8425,-77.1451,-77.1372,38.849900000000005
458,51059451602,-77.141,38.8618,38.8432,-77.1531,-77.14705000000001,38.852500000000006
459,51059451800,-77.1348,38.8425,38.8196,-77.1578,-77.1463,38.831050000000005
460,51059452000,-77.1577,38.8379,38.8253,-77.1963,-77.17699999999999,38.831599999999995
461,51059452101,-77.1634,38.8301,38.8119,-77.1945,-77.17895,38.821
462,51059452200,-77.1968,38.8328,38.8114,-77.2221,-77.20945,38.8221
463,51059452301,-77.2103,38.8343,38.8253,-77.2209,-77.2156,38.8298
464,51059452302,-77.2127,38.8269,38.8159,-77.2221,-77.2174,38.8214
465,51059452400,-77.1843,38.8119,38.7951,-77.2176,-77.20095,38.8035
466,51059452501,-77.1558,38.8227,38.7918,-77.1864,-77.1711,38.807249999999996
467,51059452600,-77.1377,38.8136,38.7927,-77.1739,-77.1558,38.80315
468,51059452700,-77.1244,38.8505,38.8371,-77.1454,-77.13489999999999,38.8438
469,51059452801,-77.1149,38.8483,38.8322,-77.1365,-77.1257,38.84025
470,51059460100,-77.2469,38.9661,38.9327,-77.2939,-77.2704,38.9494
471,51059460400,-77.2315,38.9368,38.9145,-77.2715,-77.2515,38.92565
472,51059460501,-77.2204,38.9189,38.9039,-77.25,-77.23519999999999,38.9114
473,51059460502,-77.2147,38.9118,38.8903,-77.2428,-77.22874999999999,38.90105
474,51059460701,-77.2423,38.8907,38.8785,-77.2679,-77.2551,38.884600000000006
475,51059460702,-77.2478,38.9026,38.8824,-77.2756,-77.26169999999999,38.8925
476,51059460800,-77.242,38.9106,38.8899,-77.2639,-77.25295,38.90025
477,51059460900,-77.2412,38.9218,38.9026,-77.276,-77.2586,38.9122
478,51059461100,-77.2756,38.9182,38.881,-77.3044,-77.28999999999999,38.8996
479,51059461201,-77.3008,38.9234,38.8686,-77.3386,-77.3197,38.896
480,51059461202,-77.3203,38.8747,38.85,-77.348,-77.33415,38.86235
481,51059461500,-77.2539,38.8933,38.875,-77.3036,-77.27875,38.884150000000005
482,51059461602,-77.2192,38.8875,38.8732,-77.2429,-77.23105000000001,38.88035
483,51059461700,-77.236,38.8737,38.8649,-77.2742,-77.2551,38.869299999999996
484,51059461801,-77.2833,38.8766,38.8709,-77.2981,-77.2907,38.87375
485,51059461802,-77.2937,38.8792,38.8666,-77.3218,-77.30775,38.8729
486,51059461902,-77.2976,38.8709,38.8632,-77.3224,-77.31,38.86705
487,51059470100,-77.1199,38.9684,38.9333,-77.1938,-77.15684999999999,38.95085
488,51059470300,-77.1212,38.9401,38.914,-77.1535,-77.13735,38.92705
489,51059470400,-77.1357,38.9466,38.9215,-77.1774,-77.15655000000001,38.93405
490,51059470500,-77.1593,38.9546,38.934,-77.2025,-77.18090000000001,38.9443
491,51059470700,-77.1535,38.934,38.9118,-77.1847,-77.1691,38.9229
492,51059470800,-77.1732,38.9298,38.9091,-77.1976,-77.18539999999999,38.91945
493,51059470900,-77.1458,38.9215,38.8933,-77.1834,-77.16460000000001,38.9074
494,51059471100,-77.1834,38.9242,38.9006,-77.2155,-77.19945000000001,38.9124
495,51059471201,-77.2086,38.9246,38.9087,-77.2175,-77.21305000000001,38.916650000000004
496,51059471202,-77.195,38.9359,38.9162,-77.2158,-77.2054,38.926050000000004
497,51059471301,-77.2028,38.9103,38.9004,-77.2176,-77.2102,38.90535
498,51059471304,-77.1899,38.899,38.8801,-77.2213,-77.2056,38.88955
499,51059471401,-77.1898,38.8917,38.876,-77.2081,-77.19895,38.883849999999995
500,51059471402,-77.1984,38.8884,38.875,-77.2213,-77.20985,38.881699999999995
501,51059480100,-77.1795,39.0578,38.9546,-77.3414,-77.26044999999999,39.0062
502,51059480201,-77.1938,38.9623,38.9315,-77.233,-77.21340000000001,38.9469
503,51059480203,-77.2312,38.9319,38.9238,-77.2412,-77.2362,38.92785
504,51059480300,-77.2248,38.9981,38.9284,-77.2966,-77.2607,38.96325
505,51059480401,-77.2868,39.001,38.9674,-77.346,-77.3164,38.9842
506,51059480402,-77.2885,39.052,38.9981,-77.3713,-77.32990000000001,39.02505
507,51059480502,-77.3708,39.0146,38.9813,-77.401,-77.38589999999999,38.99795
508,51059480503,-77.3586,38.9925,38.9662,-77.3775,-77.36805,38.97935
509,51059480504,-77.3426,38.9925,38.9772,-77.3646,-77.3536,38.98485
510,51059480505,-77.3494,38.9802,38.9661,-77.3653,-77.35735,38.973150000000004
511,51059480801,-77.3775,38.9887,38.9674,-77.4027,-77.39009999999999,38.978049999999996
512,51059480901,-77.3856,38.9826,38.9602,-77.4136,-77.39959999999999,38.9714
513,51059480902,-77.3703,38.9704,38.9529,-77.3974,-77.38385,38.96165
514,51059480903,-77.3861,38.9652,38.9534,-77.4042,-77.39515,38.9593
515,51059481101,-77.3888,38.9569,38.9483,-77.4092,-77.399,38.952600000000004
516,51059481102,-77.3918,38.9515,38.9449,-77.4056,-77.3987,38.9482
517,51059481103,-77.3989,38.9523,38.9426,-77.4131,-77.406,38.94745
518,51059481105,-77.3844,38.9459,38.921,-77.4139,-77.39914999999999,38.93345
519,51059481106,-77.3725,38.9399,38.9098,-77.3969,-77.38470000000001,38.92485
520,51059481201,-77.374,38.9534,38.9399,-77.3933,-77.38364999999999,38.946650000000005
521,51059481202,-77.3563,38.9533,38.927,-77.3844,-77.37035,38.94015
522,51059481400,-77.3076,38.9399,38.9205,-77.3735,-77.34055000000001,38.9302
523,51059481500,-77.312,38.9269,38.902,-77.372,-77.342,38.91445
524,51059481600,-77.3162,38.9222,38.8747,-77.3562,-77.33619999999999,38.89845
525,51059481702,-77.3378,38.8796,38.8613,-77.3687,-77.35325,38.870450000000005
526,51059481900,-77.2878,38.9778,38.9447,-77.3376,-77.3127,38.96125
527,51059482001,-77.3151,38.9991,38.9625,-77.3456,-77.33035000000001,38.9808
528,51059482100,-77.3327,38.9735,38.9622,-77.3447,-77.3387,38.96785
529,51059482201,-77.3333,38.9654,38.956,-77.3508,-77.34205,38.9607
530,51059482202,-77.3345,38.9711,38.9471,-77.3563,-77.34540000000001,38.9591
531,51059482203,-77.3538,38.9671,38.9523,-77.3743,-77.36405,38.9597
532,51059482302,-77.3454,38.943,38.93,-77.3635,-77.35445,38.936499999999995
533,51059482303,-77.3195,38.9417,38.9287,-77.3467,-77.3331,38.935199999999995
534,51059482400,-77.2929,38.9481,38.9299,-77.3393,-77.3161,38.939
535,51059482501,-77.4042,38.9626,38.8942,-77.4396,-77.4219,38.928399999999996
536,51059482503,-77.3969,38.9371,38.9071,-77.4182,-77.40755,38.9221
537,51059482504,-77.3806,38.921,38.8941,-77.4069,-77.39375,38.90755
538,51059482601,-77.4011,38.9109,38.8843,-77.4312,-77.41615,38.8976
539,51059482602,-77.3647,38.8994,38.8683,-77.4058,-77.38525,38.883849999999995
540,51059490101,-77.4288,38.8801,38.8473,-77.4533,-77.44104999999999,38.863699999999994
541,51059490103,-77.4312,38.9189,38.8586,-77.4969,-77.46405,38.88875
542,51059490502,-77.338,38.851,38.8267,-77.4128,-77.3754,38.83885
543,51059491000,-77.4758,38.8872,38.8245,-77.5367,-77.50625,38.855850000000004
544,51059491101,-77.463,38.8817,38.8304,-77.4951,-77.47905,38.856049999999996
545,51059491102,-77.4527,38.8676,38.8456,-77.4795,-77.4661,38.8566
546,51059491201,-77.4323,38.8558,38.8348,-77.4568,-77.44454999999999,38.8453
547,51059491301,-77.4366,38.8371,38.7957,-77.5061,-77.47135,38.8164
548,51059491302,-77.4346,38.8344,38.825,-77.4558,-77.4452,38.8297
549,51059491303,-77.4282,38.8388,38.8301,-77.4499,-77.43905000000001,38.834450000000004
550,51059491402,-77.4187,38.8296,38.8185,-77.4432,-77.43095,38.82405
551,51059491403,-77.4128,38.8305,38.811,-77.43,-77.4214,38.820750000000004
552,51059491404,-77.429,38.8204,38.8052,-77.4489,-77.43895,38.812799999999996
553,51059491405,-77.4177,38.8179,38.8021,-77.4362,-77.42695,38.81
554,51059491502,-77.4029,38.8755,38.8467,-77.4329,-77.4179,38.8611
555,51059491601,-77.4195,38.8942,38.8702,-77.4385,-77.429,38.8822
556,51059491602,-77.4058,38.8896,38.8744,-77.4324,-77.4191,38.882000000000005
557,51059491701,-77.3687,38.867,38.8546,-77.3886,-77.37865,38.8608
558,51059491702,-77.3474,38.8755,38.8574,-77.384,-77.3657,38.86645
559,51059491704,-77.3562,38.8589,38.8454,-77.3738,-77.36500000000001,38.852149999999995
560,51059491705,-77.3714,38.8578,38.8399,-77.4086,-77.39,38.84885
561,51059491802,-77.382,38.8695,38.8584,-77.4076,-77.3948,38.86395
562,51059491803,-77.3832,38.8843,38.8666,-77.4088,-77.396,38.87545
563,51059492000,-77.3165,38.8343,38.7773,-77.3845,-77.35050000000001,38.8058
564,51059492100,-77.277,38.7869,38.7222,-77.3733,-77.32515000000001,38.75455
565,51059492201,-77.2559,38.7532,38.684,-77.3591,-77.3075,38.718599999999995
566,51059492203,-77.2463,38.7361,38.6995,-77.2809,-77.2636,38.7178
567,51059492300,-77.2228,38.7461,38.7325,-77.2523,-77.23755,38.7393
568,51059492400,-77.2117,38.7365,38.7178,-77.2523,-77.232,38.727149999999995
569,51059492500,-77.3591,38.8309,38.7103,-77.4498,-77.40445,38.7706
570,51059980200,-77.429,38.9557,38.8981,-77.4659,-77.44745,38.9269
571,51059980300,-77.1385,38.9634,38.944,-77.1588,-77.14865,38.9537
572,51061930100,-77.6551,39.0045,38.7632,-77.9528,-77.80395,38.883849999999995
573,51061930203,-77.8677,39.0138,38.7593,-78.1306,-77.99915,38.88655
574,51061930204,-77.8127,38.863,38.6949,-78.0281,-77.9204,38.778949999999995
575,51061930205,-77.8304,38.7766,38.6486,-77.9639,-77.89715,38.7126
576,51061930206,-77.7855,38.7021,38.5946,-77.8805,-77.833,38.64835
577,51061930207,-77.727,38.7031,38.6067,-77.8047,-77.76585,38.6549
578,51061930302,-77.7871,38.757,38.6774,-77.8752,-77.83115000000001,38.7172
579,51061930304,-77.6802,38.8259,38.7506,-77.7732,-77.7267,38.78825
580,51061930401,-77.6264,38.7785,38.6972,-77.7189,-77.67265,38.73785
581,51061930402,-77.6916,38.7666,38.6951,-77.7709,-77.73124999999999,38.73085
582,51061930403,-77.5763,38.7377,38.6048,-77.7956,-77.68594999999999,38.67125
583,51061930703,-77.6289,38.5261,38.4095,-77.8014,-77.71515,38.4678
584,51061930704,-77.5309,38.6363,38.4303,-77.7201,-77.6255,38.5333
585,51061930705,-77.65,38.6415,38.5067,-77.7855,-77.71775,38.5741
586,51061930707,-77.7677,38.6182,38.5291,-77.8771,-77.8224,38.57365
587,51063920101,-80.1261,37.1211,36.8952,-80.4464,-80.28625,37.00815
588,51065020102,-78.2958,37.9559,37.8843,-78.3666,-78.3312,37.920100000000005
589,51065020200,-78.0633,37.9536,37.6903,-78.3259,-78.19460000000001,37.82195
590,51065020300,-78.2678,37.9384,37.71,-78.4916,-78.3797,37.824200000000005
591,51067020101,-79.5923,37.1454,37.0245,-79.7594,-79.67585,37.084950000000006
592,51067020102,-79.5942,37.0634,36.975,-79.7723,-79.68325,37.0192
593,51067020200,-79.7288,37.1253,36.9402,-79.8729,-79.80085,37.03275
594,51067020300,-79.6665,37.233,37.1009,-79.9122,-79.78935,37.16695
595,51067020400,-79.8161,37.1718,37.0094,-79.9728,-79.89445,37.090599999999995
596,51067020600,-79.9888,36.9839,36.7808,-80.2355,-80.11215,36.88235
597,51067020700,-79.8645,36.9833,36.8176,-80.0635,-79.964,36.90045
598,51067020800,-79.8693,37.0252,36.9348,-79.9463,-79.9078,36.980000000000004
599,51067020900,-79.6123,36.9983,36.7883,-79.9329,-79.77260000000001,36.893299999999996
600,51069050100,-78.0332,39.3122,39.1898,-78.1337,-78.08345,39.251
601,51069050200,-78.101,39.3304,39.2107,-78.2233,-78.16215,39.27055
602,51069050300,-78.1356,39.466,39.2333,-78.3669,-78.25125,39.34965
603,51069050400,-78.2488,39.3412,39.0276,-78.5441,-78.39645,39.1844
604,51069050500,-78.1767,39.2678,39.1218,-78.3461,-78.26140000000001,39.1948
605,51069050700,-78.1706,39.08,39.0079,-78.3471,-78.25885,39.043949999999995
606,51069050801,-78.1419,39.0816,39.0175,-78.2354,-78.18865,39.049549999999996
607,51069050802,-78.1021,39.1103,39.0616,-78.2156,-78.15885,39.08595
608,51069050803,-78.1552,39.1145,39.0892,-78.2089,-78.18205,39.10185
609,51069050900,-78.0901,39.1837,39.1063,-78.2467,-78.1684,39.144999999999996
610,51069051101,-78.0732,39.2107,39.1582,-78.1227,-78.09795,39.18445
611,51069051102,-78.1039,39.2321,39.1848,-78.1886,-78.14625,39.20845
612,51071930100,-80.4334,37.4462,37.2454,-80.61,-80.52170000000001,37.3458
613,51071930300,-80.6763,37.4296,37.2594,-81.0145,-80.8454,37.3445
614,51071930400,-80.6777,37.3435,37.1475,-80.9939,-80.8358,37.2455
615,51073100100,-76.5007,37.6032,37.3391,-76.7123,-76.6065,37.47115
616,51073100201,-76.4359,37.5383,37.415,-76.5771,-76.5065,37.47665
617,51073100202,-76.5229,37.4383,37.3453,-76.6071,-76.565,37.3918
618,51073100203,-76.4048,37.4663,37.3595,-76.551,-76.4779,37.41289999999999
619,51073100302,-76.5094,37.3771,37.2771,-76.6235,-76.56645,37.3271
620,51073100400,-76.3966,37.3763,37.2739,-76.5247,-76.46065,37.3251
621,51073100500,-76.3495,37.3197,37.2505,-76.4929,-76.4212,37.2851
622,51075400100,-77.6165,37.7104,37.5626,-77.7577,-77.6871,37.6365
623,51075400200,-77.7079,37.7584,37.5874,-77.8817,-77.7948,37.6729
624,51075400400,-77.8509,37.8226,37.6237,-78.0448,-77.94784999999999,37.723150000000004
625,51075400500,-77.9293,37.9051,37.6417,-78.1593,-78.04429999999999,37.773399999999995
626,51077060101,-80.9309,36.8064,36.6381,-81.1728,-81.05185,36.72225
627,51077060102,-80.838,36.6718,36.5591,-81.1034,-80.9707,36.615449999999996
628,51077060201,-80.9756,36.7513,36.5682,-81.2007,-81.08815,36.65975
629,51077060202,-81.1494,36.7649,36.5701,-81.4685,-81.30895000000001,36.6675
630,51077060300,-81.3118,36.7152,36.5747,-81.6775,-81.49465000000001,36.64495
631,51079030101,-78.341,38.4755,38.2522,-78.5458,-78.4434,38.36385
632,51079030102,-78.3984,38.3571,38.214,-78.6632,-78.5308,38.28555
633,51079030200,-78.287,38.2802,38.1848,-78.4861,-78.38655,38.2325
634,51081880101,-77.4301,36.8982,36.6686,-77.658,-77.54405,36.7834
635,51081880200,-77.2969,36.7135,36.5447,-77.7671,-77.532,36.6291
636,51083930100,-78.6658,37.0086,36.7448,-78.9152,-78.79050000000001,36.8767
637,51083930201,-78.8758,37.0615,36.7737,-79.1277,-79.00175,36.9176
638,51083930202,-78.9473,36.9152,36.7367,-79.1714,-79.05935,36.82595
639,51083930301,-78.9,36.7667,36.5415,-79.2186,-79.05930000000001,36.6541
640,51083930400,-78.5499,36.7957,36.5417,-78.9006,-78.72524999999999,36.6687
641,51083930500,-78.7864,36.9098,36.6904,-78.9565,-78.87145000000001,36.8001
642,51083930600,-78.8815,36.7867,36.6846,-79.0371,-78.9593,36.73565000000001
643,51083930800,-78.8795,36.7354,36.6929,-78.919,-78.89925,36.714150000000004
644,51085320100,-77.4077,38.0083,37.7969,-77.7404,-77.57405,37.9026
645,51085320200,-77.5493,37.8758,37.753,-77.7863,-77.6678,37.8144
646,51085320300,-77.5428,37.7826,37.6819,-77.7969,-77.66985,37.73225
647,51085320400,-77.448,37.7848,37.6778,-77.6123,-77.53014999999999,37.7313
648,51085320500,-77.4603,37.8164,37.7121,-77.5847,-77.52250000000001,37.764250000000004
649,51085320602,-77.4519,37.761,37.7153,-77.4924,-77.47215,37.738150000000005
650,51085320701,-77.3585,37.8114,37.6769,-77.4611,-77.4098,37.744150000000005
651,51085320702,-77.2892,37.7978,37.6676,-77.3849,-77.33705,37.7327
652,51085320801,-77.3954,37.756,37.6837,-77.4704,-77.43289999999999,37.71985
653,51085320803,-77.3809,37.7033,37.65,-77.4327,-77.4068,37.676649999999995
654,51085320805,-77.4019,37.6914,37.6417,-77.4521,-77.42699999999999,37.66655
655,51085320900,-77.3303,37.6798,37.6119,-77.4214,-77.37585,37.645849999999996
656,51085321001,-77.3366,37.6369,37.6075,-77.3725,-77.35455,37.6222
657,51085321002,-77.2881,37.6778,37.6121,-77.3422,-77.31515,37.644949999999994
658,51085321100,-77.3611,37.6293,37.5953,-77.4063,-77.3837,37.612300000000005
659,51085321201,-77.2877,37.6121,37.5602,-77.3611,-77.3244,37.58615
660,51085321300,-77.2609,37.6272,37.552,-77.3393,-77.3001,37.589600000000004
661,51085321401,-77.1834,37.7312,37.6272,-77.3086,-77.24600000000001,37.6792
662,51085321402,-77.2176,37.6554,37.5364,-77.3004,-77.259,37.5959
663,51085321403,-77.108,37.6858,37.547,-77.2422,-77.1751,37.6164
664,51087200105,-77.5539,37.6324,37.6018,-77.5787,-77.5663,37.61709999999999
665,51087200106,-77.563,37.6073,37.5947,-77.5945,-77.57875,37.601
666,51087200107,-77.5664,37.5979,37.5743,-77.6283,-77.59735,37.5861
667,51087200108,-77.5259,37.5876,37.5554,-77.6543,-77.5901,37.5715
668,51087200112,-77.5911,37.6134,37.5963,-77.6403,-77.6157,37.60485
669,51087200116,-77.5776,37.6255,37.6036,-77.6073,-77.59245,37.61455
670,51087200119,-77.5364,37.6811,37.6324,-77.6052,-77.57079999999999,37.65675
671,51087200120,-77.6111,37.6692,37.624,-77.6547,-77.6329,37.6466
672,51087200122,-77.6064,37.6372,37.6192,-77.6385,-77.62244999999999,37.6282
673,51087200123,-77.6356,37.6244,37.6027,-77.6522,-77.6439,37.613550000000004
674,51087200124,-77.6064,37.624,37.6075,-77.6388,-77.6226,37.615750000000006
675,51087200126,-77.5355,37.6408,37.626,-77.5641,-77.5498,37.633399999999995
676,51087200127,-77.5692,37.6419,37.6177,-77.6135,-77.59135,37.6298
677,51087200128,-77.5856,37.6576,37.6329,-77.6163,-77.60095,37.645250000000004
678,51087200129,-77.5403,37.6999,37.6558,-77.6441,-77.59219999999999,37.67785
